above:-0.077717,-0.065075,-0.030195,-0.021061,-0.028827,0.014611,0.013649,0.102124
achievement:-0.029512,0.143714,0.002088,-0.010369,-0.044974,0.022017,0.099584,0.031554
action:-0.041159,0.008662,-0.017181,0.003741,-0.028200,0.063975,0.158444,-0.016044
adapted:0.015157,-0.027885,-0.024736,0.015375,0.057802,0.005249,0.019670,-0.011614
additional:-0.024472,-0.039732,-0.048177,0.006354,0.021621,-0.014851,0.064107,0.093990
additive:-0.079080,-0.054791,0.006452,0.063849,-0.003063,-0.002583,0.135214,-0.015660
advanced:0.006547,-0.012928,-0.027461,0.044702,-0.060676,-0.062570,0.041370,0.081711
aeolipile:-0.061742,0.047994,-0.033092,-0.017013,0.048097,-0.098907,0.029832,-0.009316
aerospace:-0.005765,-0.007011,-0.032849,0.030433,-0.083028,-0.011960,0.078730,-0.006309
afterburners:-0.064084,0.025250,-0.074060,0.073034,0.022245,-0.036740,0.057956,0.007938
ago:-0.050082,-0.010862,-0.041602,0.053229,0.054449,0.029779,0.089491,0.079320
air:-0.032276,-0.001255,-0.021389,0.096856,0.031923,-0.077822,0.163450,-0.051117
airbus:-0.014002,0.063660,-0.057647,0.007436,-0.053535,-0.005644,0.014942,0.027342
aircraft:0.013685,0.061133,-0.084731,0.060625,-0.039681,-0.000494,0.096226,0.021603
airflow:-0.045771,-0.004599,0.016183,0.029559,0.042589,-0.101654,0.082989,-0.028098
airliners:0.013338,-0.002803,-0.043733,0.073136,-0.024840,-0.016217,0.081183,-0.014734
alexandria:-0.010462,0.077291,-0.044355,-0.000899,-0.134636,-0.016079,0.066475,-0.044545
all:-0.079548,-0.048391,-0.016113,-0.060323,0.072990,0.012197,0.015523,0.025048
allowing:0.016814,0.095076,-0.003175,-0.006864,0.030974,0.009745,0.057685,-0.089797
also:-0.120259,0.014052,-0.007198,0.038485,0.045057,-0.001393,0.033082,0.023928
altitude:-0.014155,0.062065,-0.002306,0.027513,-0.068019,-0.021886,0.044853,0.056525
altitudes:-0.038163,0.041392,0.015594,0.044256,-0.058895,-0.029361,0.007136,0.031355
ancient:-0.096481,0.102386,-0.037865,0.040729,-0.080164,-0.073249,0.043869,-0.043284
and:-0.065812,0.048193,0.030481,0.024876,0.007960,-0.010989,0.084759,0.040410
applications:-0.048402,-0.013124,-0.039783,-0.095866,-0.007917,-0.019945,0.080247,0.114736
are:-0.007909,0.044889,0.008580,0.033900,-0.058339,0.016323,0.062847,-0.039255
article:0.013187,0.112155,0.007560,0.135874,-0.007394,0.013926,-0.014620,0.069166
atmosphere:-0.031824,0.037792,0.020299,0.057684,0.061323,-0.045291,0.131216,-0.031620
atr:-0.132191,-0.019452,-0.042285,0.007871,0.071108,-0.024782,0.023855,0.022974
audience:0.038421,-0.027984,-0.066556,-0.038063,-0.016408,0.023662,0.097723,0.028655
aviation:0.029613,0.006996,-0.029697,0.032694,-0.017708,0.003904,0.126676,0.014437
axial:0.061789,-0.017656,-0.026139,-0.032828,-0.121509,-0.077968,-0.001786,0.061479
back:-0.029908,-0.016124,-0.036955,0.053799,-0.000641,0.024212,0.065581,0.020548
based:-0.024290,-0.017385,-0.061866,-0.038081,0.012967,-0.021722,0.126982,-0.039661
behind:0.014446,0.052122,-0.084157,0.061771,0.009668,0.046238,0.036455,-0.013009
better:-0.078098,0.013994,-0.013776,0.029964,-0.024093,-0.077277,0.004114,0.047908
beyond:-0.039114,-0.067368,0.020218,-0.021613,0.051567,0.026951,-0.034641,0.055072
biofuels:-0.025099,-0.022084,-0.053205,-0.009035,0.071152,-0.001295,-0.029104,-0.008988
boeing:0.008282,0.007403,-0.059665,0.037185,-0.028432,0.022680,0.028541,0.017338
brayton:-0.106361,-0.073571,-0.047577,0.021305,0.021587,0.039943,0.051283,0.058368
breakthroughs:-0.034040,0.015319,0.026505,0.033845,0.049106,0.021531,0.058545,0.085437
burst:-0.018006,-0.032822,-0.000342,-0.009790,0.003746,-0.004740,0.137866,0.043882
but:-0.075923,0.019866,-0.027377,-0.063091,-0.002386,-0.063560,0.041820,-0.032333
bypass:-0.065635,0.066787,0.021070,0.026957,-0.018801,-0.003414,0.058815,-0.085975
bypasses:-0.073926,0.036890,0.025843,0.044184,-0.056107,-0.005608,0.067452,-0.087453
centrifugal:0.016772,-0.021388,-0.047774,-0.021605,0.018676,-0.045366,0.022327,0.040203
century:0.018224,0.103221,-0.061424,-0.072320,-0.062689,0.016980,-0.030154,0.010263
challenges:-0.050573,0.074701,-0.004610,-0.023713,0.004693,0.096215,0.037901,-0.011484
chamber:0.050521,0.032550,-0.072803,0.014600,-0.030715,-0.028092,0.040456,-0.029205
change:-0.011589,0.092569,0.053454,-0.029589,-0.017391,-0.019641,0.059103,0.003117
chinese:-0.051181,0.033419,-0.008102,0.057577,-0.021619,-0.048307,0.132486,0.001637
civilian:0.000198,0.031900,0.007731,-0.008262,-0.026114,-0.012400,0.145708,-0.010888
climate:-0.010074,0.080163,0.076162,0.090028,0.003146,0.005163,0.026347,-0.074189
combat:-0.017643,0.081075,-0.013735,0.069900,-0.068892,0.093893,0.130002,-0.006090
combine:0.059059,0.017848,-0.038814,0.006902,-0.056191,0.002588,0.029212,0.008667
combined:0.003066,0.040773,-0.046519,0.036280,-0.047590,-0.012068,0.053996,0.032198
combustion:-0.051950,0.071910,0.025329,0.081520,0.078497,0.029758,0.061162,0.021504
come:-0.059076,0.006260,0.028090,0.012489,0.014639,-0.116100,0.031694,0.051627
commercial:-0.015798,0.005511,-0.046670,0.038101,0.031262,0.003575,0.089875,0.060816
common:0.007785,-0.024939,-0.065139,-0.024090,-0.023358,0.016169,0.057970,0.047310
components:-0.008503,-0.007968,-0.000060,0.015369,0.015712,0.023681,0.079267,0.022318
compress:-0.053636,0.097234,-0.052607,0.046917,0.030777,-0.053864,0.017403,0.009178
compressed:-0.105749,0.100845,-0.069936,0.032120,-0.021181,-0.047953,0.027706,-0.011080
compresses:-0.075142,0.063010,-0.045333,0.069134,0.002636,-0.063552,0.051680,0.009547
compressor:-0.141012,0.076631,-0.058834,0.047323,0.011761,-0.042091,0.013271,0.009895
compressors:-0.141909,0.054462,-0.046874,0.055757,0.002964,-0.039068,0.030782,0.002829
concept:-0.016012,0.004693,-0.102939,0.013116,-0.022788,-0.054411,0.196144,-0.015407
concepts:0.047108,-0.004957,-0.076115,0.014320,-0.058650,-0.032547,0.164070,-0.044156
conclusion:0.034510,0.136552,0.001849,0.051897,-0.009813,0.022611,0.093433,0.060362
considerations:-0.030848,0.074547,-0.074000,0.019164,-0.014183,0.064319,0.111471,0.046004
continents:-0.012210,0.032988,-0.079298,-0.005428,0.002642,-0.051149,0.024765,-0.051441
continue:-0.011983,0.033320,0.019557,-0.025283,0.002516,-0.003926,0.043718,-0.008547
continues:-0.033578,0.006036,0.048929,-0.014540,0.015719,-0.019179,0.071705,-0.021521
continuous:0.060966,0.013226,-0.052914,0.023952,-0.070261,0.034593,0.061669,-0.004503
contribute:0.010783,0.026385,-0.018052,0.024400,0.029566,0.061917,0.066343,0.049422
controls:-0.064727,-0.020950,-0.045608,0.056658,-0.058180,0.107266,0.104388,0.006870
core:-0.020806,-0.041672,-0.050008,0.020418,0.056586,-0.009241,0.059559,0.118118
could:-0.123425,0.062470,-0.106460,-0.017754,0.014858,-0.022354,0.027392,-0.007822
covering:-0.018984,0.122515,0.036156,0.057567,0.081561,0.023425,0.137833,-0.027913
critical:-0.061177,-0.006973,-0.066447,-0.011763,0.024810,0.033543,0.086849,0.117144
cross:-0.011143,-0.009125,-0.060408,-0.011981,-0.009925,-0.006015,0.029912,0.027672
cycle:-0.044650,0.056482,-0.018765,0.043272,-0.036002,-0.001313,0.064135,0.010062
daily:-0.038744,0.059079,0.029422,0.102071,0.002724,-0.034608,0.118463,-0.030501
dates:-0.020169,0.043963,0.032369,0.071033,-0.064551,0.105535,-0.019113,-0.016714
day:-0.074479,0.104453,0.026008,0.082153,-0.022976,-0.047555,0.181081,-0.039247
defense:-0.063834,0.105134,-0.082533,0.017887,0.078989,0.110852,0.124243,0.018396
designed:-0.053225,0.115413,0.026341,-0.006320,-0.071472,-0.049042,0.019366,0.032298
detailed:0.009736,0.131140,0.011571,0.000853,-0.004281,-0.072862,0.038184,0.055477
developed:0.033857,0.014118,-0.040124,0.010655,-0.061833,-0.024879,-0.011002,0.085420
different:-0.008637,-0.035826,-0.078004,-0.050065,0.029722,-0.125878,0.059391,0.014383
distance:0.046581,0.067513,-0.061857,-0.078416,-0.034256,0.036782,0.010309,0.071925
done:-0.088228,-0.027469,-0.037944,-0.034966,-0.038820,-0.014861,0.036282,0.072023
drive:0.066378,0.003807,0.042642,0.084821,-0.048624,0.012507,0.067289,0.001014
driving:0.054167,0.012494,0.027364,0.087362,-0.019555,0.039601,0.119503,0.022882
during:0.004129,0.043646,-0.057064,0.010346,-0.009634,0.015531,0.117261,-0.006740
each:0.018502,0.002772,-0.082255,-0.031218,-0.054029,0.010767,0.020931,0.007106
early:-0.008646,0.041513,-0.049749,0.046108,-0.003687,0.041854,0.003623,0.047100
educational:0.024396,0.069423,-0.018574,0.073046,-0.059511,-0.007477,0.049222,0.026047
efficiency:0.009056,0.101923,-0.030569,0.058902,-0.003929,-0.028438,0.050052,-0.022948
efficient:0.032417,0.111319,-0.035741,0.073152,-0.034744,-0.050898,0.056441,-0.055364
efficiently:-0.012404,0.087229,-0.008410,0.048776,-0.073321,-0.047681,0.070264,-0.064022
electric:-0.042049,0.073444,0.024226,0.068146,-0.010390,-0.012696,0.116933,0.007181
emissions:0.016895,0.093659,0.079285,0.058768,0.095959,-0.021112,0.103124,-0.009041
enabling:0.036931,0.031871,-0.037878,0.016903,0.007467,0.094737,0.041286,-0.023162
energy:-0.035395,0.099096,-0.010701,0.142395,0.029749,-0.014693,0.131926,-0.029108
engine:-0.131696,0.060543,-0.014538,0.034953,-0.022929,-0.001641,0.040565,0.008590
engineering:-0.070995,0.022006,0.015982,0.019319,-0.023464,-0.105072,0.078545,0.035563
engineers:-0.079539,0.042036,0.028993,0.045488,-0.049839,-0.114979,0.099587,0.016847
engines:-0.112129,0.038789,0.009510,0.035976,-0.053626,0.006141,0.005562,-0.000787
enhanced:-0.050833,0.021362,-0.001309,0.053236,0.010632,-0.048604,0.085021,0.035028
enters:0.032082,0.009279,-0.054390,0.002908,-0.091272,-0.026526,0.109019,-0.004616
environmental:0.029424,0.059360,0.046551,0.040325,0.092553,-0.043761,0.093006,-0.027914
equal:0.010218,0.083705,-0.008763,0.030471,-0.091114,-0.068972,0.084783,0.001407
essence:-0.055996,0.034953,0.015790,0.010636,0.016487,-0.004941,0.099694,0.010421
essential:-0.031758,0.019307,0.016919,0.009608,0.127245,-0.003033,0.094933,0.051164
eventually:-0.055770,-0.042139,0.005488,-0.003878,-0.029725,-0.043261,0.007952,0.035293
every:0.004888,0.012476,-0.015190,-0.029376,-0.017349,0.048394,0.104746,0.025796
evolve:-0.096225,-0.006428,-0.048613,0.037408,0.008465,-0.006089,0.070922,0.011962
example:0.006033,-0.068547,-0.002190,0.059435,-0.053802,-0.019390,0.038688,0.049018
exhaust:-0.035424,0.094613,0.075321,0.073882,-0.004402,-0.026560,0.092478,0.011547
expelled:-0.031810,0.034109,0.026992,0.036721,0.025141,-0.013997,0.073073,-0.095643
expelling:-0.016105,0.023726,0.039740,0.031508,-0.037188,-0.038061,0.133073,-0.026782
expels:-0.032157,0.005774,0.026912,0.047264,-0.027681,-0.043034,0.104715,0.023144
experimental:-0.023647,0.026198,0.012312,0.061355,0.021371,-0.097425,0.006425,0.057424
exploring:0.041384,-0.013037,0.048705,0.059236,0.045846,-0.005134,0.089990,-0.038455
expulsion:0.008690,0.020999,0.063163,0.043266,0.011230,-0.020685,0.065889,-0.109104
extracts:-0.047208,-0.002520,-0.003423,0.074420,0.077858,0.070322,0.113525,0.016433
face:-0.077111,0.087894,-0.021635,0.009314,0.039631,-0.024406,0.086941,0.002442
fan:-0.049139,0.007905,0.006116,0.005451,0.036158,-0.004587,0.117147,0.002914
far:0.007258,0.024141,-0.101178,-0.036620,0.053334,-0.038639,-0.025086,-0.018289
few:0.096916,-0.066409,-0.052213,-0.010384,-0.012713,0.010059,0.020556,0.035926
first:-0.042191,-0.045165,-0.048889,0.038404,-0.069181,-0.024085,0.039020,0.007808
flew:0.040986,0.061536,-0.001808,0.058310,0.020060,0.018378,0.127288,-0.034950
flight:0.067321,0.016799,-0.054571,0.060513,-0.031169,0.020446,0.106101,-0.012548
for:-0.080950,0.048515,0.011159,-0.016470,0.045095,0.017770,0.073247,0.023551
form:-0.105460,0.055690,-0.026517,0.014141,-0.057053,0.054300,0.020789,0.021551
formal:-0.010984,0.105025,0.042318,0.035280,-0.052535,-0.016400,0.128706,-0.045378
formatted:-0.007006,0.073801,-0.058533,0.074297,-0.010368,0.004203,0.053796,0.025401
forward:-0.015715,0.012219,-0.035789,0.000540,-0.014755,0.047899,0.041298,0.001110
fossil:-0.157817,0.110233,0.061109,0.056245,0.010089,0.001709,0.037265,0.003411
found:-0.019711,-0.014025,0.013792,0.034500,-0.005963,-0.044943,0.008642,0.112211
foundation:0.023496,0.002302,-0.025326,0.034396,0.116035,-0.049784,0.021160,0.031060
four:0.120077,0.017664,-0.076730,-0.020280,-0.119112,0.041307,0.058477,-0.020228
frank:-0.030974,0.032949,-0.032102,0.103334,0.018478,0.058527,0.032306,0.030717
from:-0.075214,0.051694,0.008101,0.062724,0.069662,0.005080,0.122117,0.037163
front:0.045137,0.034945,-0.051647,0.006140,0.011598,0.003029,0.017039,0.015182
fuel:-0.042598,0.072607,-0.028446,0.090919,0.063780,0.021310,0.151577,-0.004847
fuels:-0.056092,0.048736,0.020678,0.092558,0.082468,0.038466,0.077650,0.007294
future:-0.108838,0.061655,-0.009918,-0.008348,-0.047973,0.001473,0.058749,0.012043
gas:-0.048004,0.044768,-0.043353,0.085783,0.013715,-0.015022,0.176454,0.026364
gases:-0.050325,0.010226,-0.034045,0.067608,0.042343,0.009128,0.125880,0.027979
generates:-0.081134,0.063742,-0.088629,0.036468,-0.029393,-0.019012,0.039653,-0.043908
generation:-0.059950,0.065078,-0.027191,0.049999,-0.049874,0.046497,0.002851,-0.035156
german:-0.018228,0.030505,0.001619,0.056274,-0.016927,-0.002624,0.116658,0.056354
germany:0.035239,0.071156,-0.040527,0.041512,0.054260,0.001728,0.030427,0.009602
